EID,FORTARGET,PROB
200993,0,0.3671
201087,0,0.3635
201618,0,0.3791
202015,0,0.3635
202047,0,0.4689
202091,0,0.3851
202109,0,0.4318
202153,0,0.3703
202367,0,0.3641
202659,0,0.359
202765,0,0.3424
202827,0,0.3904
203041,0,0.3451
203140,0,0.3454
203200,0,0.4022
203403,0,0.3408
203469,0,0.4301
203674,0,0.383
203992,0,0.3646
204158,0,0.3709
204203,0,0.367
204783,0,0.3304
204855,0,0.3879
204967,0,0.3645
205117,0,0.3678
205192,0,0.429
205242,0,0.3699
205291,0,0.4022
205377,0,0.3719
205706,0,0.4318
205989,0,0.4135
206048,0,0.3827
206095,0,0.3746
206413,0,0.405
206489,0,0.3803
206586,0,0.336
206587,0,0.3757
206763,0,0.3673
206847,0,0.3824
206956,0,0.3429
206984,0,0.4064
207157,0,0.4033
207256,0,0.3404
207315,0,0.418
207388,0,0.4133
207404,0,0.4029
207417,0,0.3672
208392,0,0.3425
208547,0,0.3475
208731,0,0.3494
208768,0,0.4033
209041,0,0.3641
209485,0,0.3672
209620,0,0.3319
209806,0,0.4619
209832,0,0.3714
209997,0,0.394
210160,0,0.3667
210212,0,0.4652
210673,0,0.3939
211048,0,0.3699
211535,0,0.3469
211757,0,0.4192
212249,0,0.4171
212454,0,0.393
212466,0,0.3986
212541,0,0.3632
212699,0,0.3993
213032,0,0.3722
213477,0,0.4099
213533,0,0.3751
213740,0,0.3669
213797,0,0.3986
213810,0,0.3757
213920,0,0.3573
213930,0,0.4143
213964,0,0.3469
214022,0,0.398
214115,0,0.3478
214333,0,0.3433
214529,0,0.3972
214562,0,0.3494
214608,0,0.3791
214799,0,0.3904
214961,0,0.3709
215105,0,0.369
215267,0,0.3826
215320,0,0.3831
215435,0,0.3693
215449,0,0.4018
215561,0,0.3612
215686,0,0.4018
215689,0,0.3755
215761,0,0.403
215811,0,0.3659
215835,0,0.3751
216061,0,0.3569
216107,0,0.3516
216109,0,0.3586
216198,0,0.4273
216575,0,0.3826
216716,0,0.387
216745,0,0.3466
216753,0,0.3574
216904,0,0.3713
217063,0,0.3615
217142,0,0.4093
217512,0,0.3694
217545,0,0.345
217892,0,0.3682
218175,0,0.3746
218281,0,0.3672
219148,0,0.3824
219788,0,0.3962
219985,0,0.3635
220225,0,0.412
220229,0,0.3495
220240,0,0.3695
220479,0,0.3753
220704,0,0.4033
220725,0,0.4012
220809,0,0.3447
221136,0,0.3616
221170,0,0.3749
221394,0,0.3709
221405,0,0.3942
221452,0,0.4029
221716,0,0.3703
221814,0,0.3711
221903,0,0.3672
221968,0,0.4068
222090,0,0.3738
222125,0,0.3819
222448,0,0.3713
223011,0,0.3614
223028,0,0.3817
223068,0,0.3824
223565,0,0.4048
223715,0,0.3729
223974,0,0.3803
224458,0,0.3632
224506,0,0.3824
224557,0,0.3443
224714,0,0.3695
224789,0,0.3659
224947,0,0.3728
225064,0,0.4012
225163,0,0.3824
225197,0,0.3698
225307,0,0.3695
225354,0,0.3697
225374,0,0.3695
225427,0,0.416
225788,0,0.3635
226298,0,0.3839
226418,0,0.3646
226554,0,0.3616
226941,0,0.3504
226972,0,0.3585
227166,0,0.4133
227314,0,0.3635
227367,0,0.4042
227549,0,0.3572
227577,0,0.3864
228015,0,0.3695
228481,0,0.4273
228703,0,0.3702
229658,0,0.3859
229725,0,0.4022
230316,0,0.4042
230506,0,0.3748
230507,0,0.416
230635,0,0.3484
230712,0,0.3784
230870,0,0.3819
230921,0,0.3824
231141,0,0.363
231184,0,0.3765
231630,0,0.3889
231808,0,0.387
231838,0,0.3637
231865,0,0.3702
231936,0,0.387
232088,0,0.3678
232139,0,0.4113
232188,0,0.3697
232266,0,0.3666
232482,0,0.3702
232881,0,0.4064
232977,0,0.4273
234096,0,0.3737
234321,0,0.3778
234386,0,0.4318
234541,0,0.3492
234703,0,0.3686
235062,0,0.3813
235091,0,0.3853
235122,0,0.4322
235152,0,0.3678
235247,0,0.4122
235255,0,0.3685
236126,0,0.3426
236695,0,0.3616
236910,0,0.4689
237170,0,0.3709
237344,0,0.4064
237621,0,0.3502
237830,0,0.3453
237846,0,0.4276
237961,0,0.3615
238014,0,0.3678
238356,0,0.3802
238426,0,0.39
238595,0,0.3598
239558,0,0.3993
239592,0,0.3556
239732,0,0.3478
239827,0,0.3709
240052,0,0.3689
240121,0,0.3806
240340,0,0.3824
240434,0,0.3617
240764,0,0.4042
240860,0,0.3824
241071,0,0.3671
241605,0,0.3756
241740,0,0.4064
241761,0,0.3632
241971,0,0.4689
242369,0,0.3469
242378,0,0.3639
242530,0,0.3939
242578,0,0.3601
242600,0,0.3771
242791,0,0.3757
242991,0,0.3839
243110,0,0.3962
243122,0,0.3675
243226,0,0.4153
243279,0,0.3678
243341,0,0.3901
243355,0,0.3821
243410,0,0.4017
243563,0,0.3643
243752,0,0.3673
243762,0,0.3693
244004,0,0.3322
244078,0,0.4064
244341,0,0.3743
244396,0,0.3931
244473,0,0.3782
244518,0,0.3695
244604,0,0.3434
244791,0,0.3659
244921,0,0.3759
245303,0,0.3824
245359,0,0.3422
245638,0,0.38
245752,0,0.3425
245831,0,0.3484
246101,0,0.3681
246249,0,0.3986
246293,0,0.3693
246470,0,0.4341
246477,0,0.3385
246635,0,0.3762
246753,0,0.3636
246894,0,0.364
247097,0,0.3592
247275,0,0.3641
247605,0,0.3326
247619,0,0.3738
247880,0,0.3553
247927,0,0.4273
247960,0,0.3637
248017,0,0.3695
248023,0,0.3635
248053,0,0.3547
248748,0,0.3439
248935,0,0.4064
248985,0,0.4134
249119,0,0.4322
249355,0,0.3608
249511,0,0.3382
249562,0,0.3695
249623,0,0.366
250132,0,0.378
250164,0,0.3988
250168,0,0.3474
250351,0,0.4022
250367,0,0.3688
250686,0,0.35
250937,0,0.435
250952,0,0.4315
251035,0,0.3702
251278,0,0.3824
251376,0,0.3662
251567,0,0.383
251669,0,0.3413
251895,0,0.357
252067,0,0.3725
252096,0,0.3632
252211,0,0.3741
252273,0,0.363
252523,0,0.3824
253027,0,0.3696
253066,0,0.3686
253077,0,0.366
253155,0,0.4033
253213,0,0.3781
253331,0,0.4481
253921,0,0.4033
253939,0,0.4689
254130,0,0.3965
254202,0,0.4056
254274,0,0.397
254538,0,0.4064
254661,0,0.3632
254677,0,0.4318
254688,0,0.3438
255003,0,0.3739
255185,0,0.3595
255397,0,0.3598
255417,0,0.3629
255504,0,0.344
255607,0,0.4087
255901,0,0.3426
256065,0,0.395
256299,0,0.3757
256443,0,0.3403
256704,0,0.3691
256870,0,0.3813
256948,0,0.3678
257480,0,0.384
257571,0,0.3556
257813,0,0.3729
257946,0,0.3823
257951,0,0.3691
257967,0,0.3936
257995,0,0.3389
258013,0,0.3922
258014,0,0.3686
258322,0,0.3712
258433,0,0.364
258782,0,0.3867
258970,0,0.3601
259116,0,0.3709
259167,0,0.3747
259888,0,0.4029
259893,0,0.3783
260058,0,0.3432
260081,0,0.369
260176,0,0.3335
260352,0,0.3765
260454,0,0.3544
260559,0,0.4322
260703,0,0.4089
260782,0,0.3695
260795,0,0.415
260797,0,0.429
261003,0,0.362
261368,0,0.4018
261662,0,0.3644
261855,0,0.3639
261889,0,0.3691
261939,0,0.3625
261969,0,0.3854
262221,0,0.373
262340,0,0.3759
262377,0,0.4143
262427,0,0.3429
262553,0,0.371
262811,0,0.4114
262889,0,0.3599
262903,0,0.3451
263098,0,0.367
263136,0,0.3824
263262,0,0.3457
263514,0,0.4064
263602,0,0.3482
263628,0,0.3704
263797,0,0.3702
263931,0,0.3618
263973,0,0.3847
264200,0,0.4689
264512,0,0.4116
264543,0,0.3694
264601,0,0.393
264668,0,0.368
264811,0,0.3742
264893,0,0.4034
264929,0,0.3443
265189,0,0.3824
265373,0,0.3528
265530,0,0.3375
265836,0,0.3787
265949,0,0.3696
266010,0,0.3486
266302,0,0.358
266427,0,0.3743
266519,0,0.4328
266908,0,0.4033
267255,0,0.4137
267304,0,0.36
267421,0,0.3478
267517,0,0.4089
267595,0,0.4012
268175,0,0.3618
268578,0,0.3391
268605,0,0.3639
268808,0,0.3375
268885,0,0.3698
269941,0,0.3775
269943,0,0.3573
270157,0,0.3743
270234,0,0.3732
270360,0,0.4322
270640,0,0.3665
270702,0,0.3709
270769,0,0.369
270825,0,0.387
271005,0,0.3704
271163,0,0.3733
271406,0,0.3812
271566,0,0.3709
271678,0,0.3456
272081,0,0.3787
272412,0,0.3624
272832,0,0.4018
273063,0,0.3474
273192,0,0.4003
273266,0,0.3695
273271,0,0.3732
273607,0,0.3984
273612,0,0.4029
273661,0,0.3702
273721,0,0.3699
273741,0,0.3784
273768,0,0.3632
273804,0,0.3589
273949,0,0.3951
274019,0,0.3997
274030,0,0.4689
274210,0,0.4061
274279,0,0.387
274498,0,0.3407
274877,0,0.3784
275129,0,0.3538
275137,0,0.3641
275182,0,0.3637
275469,0,0.3859
275922,0,0.3747
275953,0,0.336
276215,0,0.3643
276279,0,0.3394
276487,0,0.3689
276657,0,0.3786
276684,0,0.3831
277140,0,0.3685
277553,0,0.3695
277855,0,0.3346
277862,0,0.3417
278102,0,0.363
278177,0,0.3649
278496,0,0.4033
278552,0,0.3574
278822,0,0.3679
278925,0,0.403
279024,0,0.3677
279076,0,0.3672
279349,0,0.3958
279424,0,0.3628
280053,0,0.4318
280124,0,0.4171
280223,0,0.3695
280300,0,0.3741
280352,0,0.3836
280438,0,0.3705
280669,0,0.3616
281027,0,0.3603
281104,0,0.4004
281183,0,0.3672
281378,0,0.3581
281425,0,0.3691
281440,0,0.3735
281830,0,0.3828
281844,0,0.4306
281881,0,0.3749
281942,0,0.3691
282069,0,0.3695
282269,0,0.3676
282315,0,0.3709
282531,0,0.3745
282643,0,0.3782
282691,0,0.3606
282817,0,0.3709
282860,0,0.3975
283629,0,0.3824
283915,0,0.3653
283964,0,0.3706
284034,0,0.39
284064,0,0.3682
284259,0,0.3412
284442,0,0.3699
284852,0,0.3694
284898,0,0.3713
285070,0,0.3827
285111,0,0.4341
285174,0,0.3674
285233,0,0.3414
285262,0,0.429
285264,0,0.3824
285471,0,0.3732
285561,0,0.3594
285720,0,0.3695
285787,0,0.3665
285867,0,0.3486
285995,0,0.3824
286022,0,0.3651
286027,0,0.3379
286045,0,0.3621
286119,0,0.3751
286622,0,0.3414
286660,0,0.3456
286759,0,0.3695
287029,0,0.36
287265,0,0.371
287543,0,0.4171
287577,0,0.3756
287694,0,0.3739
287835,0,0.4642
288017,0,0.3641
288104,0,0.4171
288244,0,0.4171
288311,0,0.3798
288352,0,0.3721
288475,0,0.3445
288682,0,0.3721
289181,0,0.3678
289236,0,0.3735
289520,0,0.3798
289573,0,0.3729
289965,0,0.376
290456,0,0.3949
290500,0,0.3352
290649,0,0.3691
290710,0,0.3643
290747,0,0.431
290951,0,0.3763
291119,0,0.3778
291169,0,0.4135
291281,0,0.3695
291322,0,0.4018
291688,0,0.4042
291711,0,0.3698
291740,0,0.39
292295,0,0.412
292423,0,0.3639
292525,0,0.4152
292565,0,0.3828
292587,0,0.429
292649,0,0.3752
292733,0,0.383
292860,0,0.3845
292875,0,0.3908
293045,0,0.3353
293151,0,0.3778
293447,0,0.3786
293860,0,0.4017
293901,0,0.3826
293930,0,0.3548
294092,0,0.3742
294096,0,0.4099
294123,0,0.3343
294291,0,0.3671
294363,0,0.429
294488,0,0.39
294506,0,0.3931
294832,0,0.3685
294840,0,0.3674
294892,0,0.3666
294895,0,0.363
294925,0,0.3665
295186,0,0.3671
295387,0,0.3652
295411,0,0.3824
295732,0,0.4045
295908,0,0.39
296053,0,0.3675
296168,0,0.412
296579,0,0.369
296735,0,0.3382
296907,0,0.3692
296946,0,0.38
297008,0,0.3699
297060,0,0.3826
297183,0,0.3934
297328,0,0.3824
297528,0,0.3438
297550,0,0.3824
297935,0,0.4022
298056,0,0.4064
298366,0,0.363
298555,0,0.3697
298600,0,0.3995
298618,0,0.35
298720,0,0.4084
298842,0,0.3757
298974,0,0.3307
299453,0,0.356
299667,0,0.3794
299684,0,0.364
299696,0,0.4282
300004,0,0.3988
300064,0,0.3695
300071,0,0.3376
300558,0,0.3699
300592,0,0.375
301009,0,0.3833
301021,0,0.3824
301362,0,0.3665
301382,0,0.357
301464,0,0.3632
301867,0,0.3673
302146,0,0.3735
302181,0,0.4273
302217,0,0.3675
302306,0,0.3729
302542,0,0.3631
302582,0,0.3904
302656,0,0.3758
302975,0,0.3913
303114,0,0.4188
303133,0,0.387
303673,0,0.4689
303830,0,0.3711
303909,0,0.3939
304797,0,0.3383
304926,0,0.3775
304939,0,0.3824
304962,0,0.429
305122,0,0.3973
305142,0,0.3662
305238,0,0.362
305243,0,0.3321
305268,0,0.3695
305300,0,0.4018
305348,0,0.3709
305364,0,0.348
305559,0,0.3749
305634,0,0.3652
305688,0,0.363
305804,0,0.4029
305848,0,0.3682
305899,0,0.363
305912,0,0.3448
305936,0,0.3712
306140,0,0.3591
306170,0,0.3626
306286,0,0.35
306370,0,0.3793
306388,0,0.416
306630,0,0.37
306711,0,0.3778
306737,0,0.3416
306811,0,0.3904
306846,0,0.3501
306989,0,0.4135
307002,0,0.357
307050,0,0.3669
307079,0,0.4022
307101,0,0.3565
307408,0,0.374
307418,0,0.3484
307471,0,0.3814
307479,0,0.3598
307619,0,0.3766
307877,0,0.3831
307918,0,0.3431
308023,0,0.3777
308250,0,0.3399
308357,0,0.363
308379,0,0.3556
308439,0,0.3652
308590,0,0.385
308849,0,0.4166
308863,0,0.3973
308941,0,0.357
309120,0,0.3973
309269,0,0.3749
309463,0,0.3823
309499,0,0.3492
309845,0,0.3986
309949,0,0.3486
310126,0,0.357
310171,0,0.3778
310708,0,0.3738
311077,0,0.3566
311117,0,0.4192
311414,0,0.3646
311588,0,0.3663
311884,0,0.3691
311975,0,0.3608
312287,0,0.3873
312349,0,0.382
312910,0,0.3408
312923,0,0.4689
312984,0,0.4028
313039,0,0.4192
313065,0,0.3733
313148,0,0.405
313271,0,0.4172
313438,0,0.4108
313455,0,0.3695
313540,0,0.3737
313606,0,0.3655
314042,0,0.3676
314073,0,0.386
314622,0,0.361
314639,0,0.3594
314649,0,0.3986
314680,0,0.4679
314826,0,0.385
315043,0,0.3603
315582,0,0.3719
315727,0,0.3715
316011,0,0.398
316137,0,0.3824
316164,0,0.3854
316196,0,0.3611
316280,0,0.3598
316301,0,0.3671
316415,0,0.4089
316466,0,0.3454
316548,0,0.3978
316566,0,0.4171
316603,0,0.3695
316618,0,0.3617
316732,0,0.3685
317195,0,0.3602
317335,0,0.3701
317429,0,0.3836
317487,0,0.4018
317634,0,0.3602
317967,0,0.3831
318092,0,0.3553
318215,0,0.3439
318413,0,0.4273
318544,0,0.3884
318817,0,0.3959
319002,0,0.3824
319015,0,0.3702
319178,0,0.3757
319326,0,0.3556
319693,0,0.3973
320311,0,0.4042
320508,0,0.3658
320584,0,0.3791
320732,0,0.3695
320912,0,0.3653
321134,0,0.3531
321238,0,0.4133
321403,0,0.3605
321447,0,0.3645
321457,0,0.3632
321469,0,0.405
321477,0,0.3778
321583,0,0.3901
321598,0,0.3729
321994,0,0.3717
322084,0,0.3705
322120,0,0.4153
322308,0,0.3604
322477,0,0.369
322571,0,0.3684
322585,0,0.3927
322672,0,0.3472
322811,0,0.3785
322837,0,0.4148
323285,0,0.3665
323394,0,0.3935
323504,0,0.3752
323661,0,0.3664
323760,0,0.3693
323801,0,0.3596
323913,0,0.3407
323953,0,0.3747
323992,0,0.361
324109,0,0.3791
324229,0,0.405
324346,0,0.3692
324890,0,0.3569
325011,0,0.3626
325123,0,0.367
325265,0,0.3559
325277,0,0.4064
325318,0,0.366
325342,0,0.3606
325448,0,0.4014
325656,0,0.356
325977,0,0.375
326072,0,0.3471
326193,0,0.4153
326347,0,0.3635
326404,0,0.4008
326665,0,0.3702
326788,0,0.362
326902,0,0.3904
327053,0,0.3946
327556,0,0.3712
327608,0,0.3471
327669,0,0.3643
328016,0,0.3617
328086,0,0.3672
328288,0,0.3662
328577,0,0.3379
328671,0,0.338
328729,0,0.3741
329271,0,0.376
329601,0,0.4318
329929,0,0.3678
330205,0,0.3742
330213,0,0.3632
330483,0,0.3556
330555,0,0.3781
330649,0,0.376
330829,0,0.3622
330938,0,0.3669
330964,0,0.3695
331026,0,0.3699
331119,0,0.3819
331140,0,0.371
331231,0,0.3691
331478,0,0.362
331824,0,0.3691
331830,0,0.3652
332101,0,0.4022
332128,0,0.3621
332213,0,0.402
332478,0,0.4099
332686,0,0.3641
332854,0,0.4018
332977,0,0.3761
333055,0,0.363
333099,0,0.3579
333297,0,0.3917
333657,0,0.4159
333949,0,0.366
334153,0,0.362
334159,0,0.3742
334553,0,0.4134
334615,0,0.4018
334762,0,0.3754
334774,0,0.3784
335372,0,0.4031
335378,0,0.3605
335395,0,0.3824
335416,0,0.3758
335629,0,0.3884
335654,0,0.384
335720,0,0.3476
335755,0,0.3679
335758,0,0.348
335827,0,0.3794
336015,0,0.3671
336075,0,0.3647
336218,0,0.3757
336286,0,0.3798
336352,0,0.3602
336422,0,0.4153
337121,0,0.3646
337143,0,0.3738
337361,0,0.4049
337377,0,0.3749
337402,0,0.368
337647,0,0.3749
337683,0,0.3988
337792,0,0.3959
338054,0,0.3695
338394,0,0.3486
338427,0,0.3476
338473,0,0.3459
338562,0,0.3573
338775,0,0.3481
338793,0,0.3774
339003,0,0.39
339177,0,0.3904
339217,0,0.4042
339432,0,0.4052
339463,0,0.4022
339475,0,0.3746
339687,0,0.3757
339812,0,0.4064
339890,0,0.4022
339917,0,0.3682
340177,0,0.3904
340510,0,0.3675
340523,0,0.3654
340653,0,0.3727
340677,0,0.362
340686,0,0.3803
341079,0,0.3746
341898,0,0.4652
341903,0,0.3828
341944,0,0.3831
342173,0,0.4273
342315,0,0.3702
342616,0,0.3824
342969,0,0.3433
342980,0,0.3412
343152,0,0.3747
343208,0,0.3491
343266,0,0.3676
343318,0,0.3724
343509,0,0.3693
343546,0,0.383
343557,0,0.3678
344038,0,0.3475
344048,0,0.3731
344056,0,0.37
344679,0,0.3755
344798,0,0.363
344809,0,0.3803
344962,0,0.3824
345451,0,0.4022
345696,0,0.3577
345748,0,0.3667
346254,0,0.3879
347069,0,0.3404
347329,0,0.344
347339,0,0.369
347645,0,0.3684
347816,0,0.3768
347878,0,0.3449
347904,0,0.3824
348369,0,0.3644
348513,0,0.3667
348613,0,0.3621
348791,0,0.4087
349055,0,0.3803
349260,0,0.3822
349301,0,0.3765
349495,0,0.3882
349710,0,0.402
350612,0,0.3705
350672,0,0.3575
350779,0,0.371
350812,0,0.371
351016,0,0.3719
351085,0,0.398
351564,0,0.3473
351683,0,0.3595
351718,0,0.39
351921,0,0.3749
351988,0,0.3635
352772,0,0.3452
352956,0,0.3692
353255,0,0.3709
353274,0,0.3628
353343,0,0.4018
353353,0,0.3594
353456,0,0.4033
353941,0,0.369
354024,0,0.4113
354103,0,0.3888
354172,0,0.3701
354198,0,0.3734
354287,0,0.3669
354301,0,0.37
354437,0,0.3632
354525,0,0.3833
354877,0,0.3414
355294,0,0.3819
355636,0,0.371
356013,0,0.3686
356081,0,0.3762
356228,0,0.3694
356572,0,0.3736
356677,0,0.3807
356715,0,0.3737
357004,0,0.3667
357030,0,0.4091
357299,0,0.3836
357406,0,0.3702
357478,0,0.3692
357584,0,0.3638
357835,0,0.4171
357847,0,0.363
357861,0,0.394
357888,0,0.3621
357981,0,0.412
358264,0,0.3778
358325,0,0.3742
358475,0,0.3666
358485,0,0.4143
358675,0,0.3824
358743,0,0.3757
358757,0,0.3709
359015,0,0.372
359202,0,0.3421
359229,0,0.4143
359245,0,0.3396
359348,0,0.3678
359566,0,0.3571
359849,0,0.3503
359915,0,0.3685
360182,0,0.3695
360217,0,0.4049
360404,0,0.3824
360578,0,0.4318
360579,0,0.366
360710,0,0.3637
360780,0,0.3618
360888,0,0.3386
361275,0,0.3325
361488,0,0.357
361505,0,0.405
361830,0,0.3742
362015,0,0.3402
362201,0,0.4072
362413,0,0.3678
362923,0,0.3403
363035,0,0.3674
363049,0,0.4035
363619,0,0.3703
363965,0,0.3557
364157,0,0.3414
364218,0,0.3454
364492,0,0.3975
364891,0,0.3657
365294,0,0.3943
365495,0,0.3976
365614,0,0.3666
365866,0,0.3793
365994,0,0.3958
366245,0,0.3745
366375,0,0.3596
366478,0,0.3558
366710,0,0.3713
366915,0,0.3468
367056,0,0.3823
367202,0,0.3413
367242,0,0.392
367394,0,0.3515
367552,0,0.3885
367605,0,0.4689
367719,0,0.4192
367751,0,0.3824
367755,0,0.4104
367774,0,0.3684
368056,0,0.3699
368066,0,0.3705
368314,0,0.3446
368653,0,0.3676
368709,0,0.3824
369434,0,0.395
369473,0,0.3846
369580,0,0.3434
369588,0,0.406
369680,0,0.3791
370380,0,0.3629
370439,0,0.4652
370506,0,0.3435
370543,0,0.348
370562,0,0.3787
370604,0,0.3637
370763,0,0.3654
370926,0,0.3879
371460,0,0.3585
371466,0,0.3742
371850,0,0.3633
372104,0,0.3713
372944,0,0.3599
373020,0,0.412
373371,0,0.401
373700,0,0.3785
373779,0,0.393
373920,0,0.3826
374154,0,0.3732
374282,0,0.3455
375118,0,0.3823
375385,0,0.3411
375394,0,0.368
375485,0,0.3471
375603,0,0.3829
375752,0,0.3725
375788,0,0.3693
375994,0,0.369
376190,0,0.3632
376274,0,0.3936
376316,0,0.3904
376722,0,0.4148
377046,0,0.3976
377923,0,0.3584
378054,0,0.3824
378073,0,0.3636
378433,0,0.3627
378713,0,0.4018
378729,0,0.3994
378753,0,0.4397
378780,0,0.3976
379349,0,0.3649
379407,0,0.383
379564,0,0.3408
379982,0,0.3716
380578,0,0.3434
380605,0,0.3334
380974,0,0.3447
381129,0,0.363
381174,0,0.3632
381279,0,0.4018
381305,0,0.3678
381644,0,0.3443
381898,0,0.3706
382032,0,0.3953
382106,0,0.4058
382271,0,0.429
382424,0,0.4137
382995,0,0.3695
383032,0,0.3842
383140,0,0.3443
383525,0,0.3549
383780,0,0.3951
384054,0,0.3762
384187,0,0.3437
384479,0,0.3726
385038,0,0.4045
385410,0,0.4273
385634,0,0.3827
385706,0,0.3661
387383,0,0.367
387654,0,0.3603
387698,0,0.3877
387705,0,0.3784
387792,0,0.3678
387985,0,0.3824
388354,0,0.3725
388506,0,0.4022
389213,0,0.3742
389302,0,0.3388
389332,0,0.388
389973,0,0.4099
389999,0,0.3621
390065,0,0.3493
390148,0,0.3551
390288,0,0.3854
390293,0,0.3446
390295,0,0.4689
390618,0,0.4273
390840,0,0.373
390989,0,0.3503
391072,0,0.4022
391290,0,0.3669
391383,0,0.3559
391485,0,0.3566
391603,0,0.3715
391909,0,0.3453
392271,0,0.3689
392407,0,0.3663
392537,0,0.4087
392581,0,0.3488
392786,0,0.3757
393142,0,0.3643
393541,0,0.3632
393664,0,0.364
393671,0,0.3772
393909,0,0.369
394122,0,0.3669
394234,0,0.383
395027,0,0.3396
395194,0,0.4042
395201,0,0.3639
395231,0,0.3499
395492,0,0.3475
395736,0,0.3976
395782,0,0.3691
395926,0,0.3659
395954,0,0.3791
396023,0,0.3676
396123,0,0.3583
396336,0,0.4041
396511,0,0.3684
396609,0,0.3827
396706,0,0.3683
396718,0,0.3824
396800,0,0.3422
397050,0,0.382
397264,0,0.3751
397323,0,0.3344
397332,0,0.3429
397620,0,0.3651
397676,0,0.3695
397924,0,0.3618
398100,0,0.3837
398349,0,0.3734
398377,0,0.3934
398545,0,0.358
398585,0,0.3699
398586,0,0.405
398671,0,0.3746
398945,0,0.343
399596,0,0.3884
399654,0,0.3784
399828,0,0.3828
399920,0,0.3744
400210,0,0.3799
400386,0,0.3737
400421,0,0.3559
400582,0,0.3624
400685,0,0.3841
400846,0,0.4022
400965,0,0.3931
401052,0,0.4026
401580,0,0.3824
401719,0,0.3873
402024,0,0.3685
402248,0,0.362
402313,0,0.3824
402671,0,0.3686
402864,0,0.367
403220,0,0.3691
403234,0,0.3916
403396,0,0.3682
403594,0,0.3666
403688,0,0.3437
404174,0,0.4104
404208,0,0.3709
405052,0,0.3828
405168,0,0.3632
405400,0,0.3696
405409,0,0.3468
405419,0,0.3747
405533,0,0.3699
405740,0,0.3416
405943,0,0.3678
406079,0,0.3742
406268,0,0.371
406285,0,0.3597
407304,0,0.3715
407723,0,0.3671
407924,0,0.3633
407960,0,0.3678
408063,0,0.4048
408099,0,0.4273
408399,0,0.3809
408409,0,0.3435
408500,0,0.4066
408641,0,0.3439
408684,0,0.4018
408871,0,0.3824
409096,0,0.4222
409268,0,0.3694
409282,0,0.3697
409470,0,0.3456
409764,0,0.3619
409839,0,0.3709
409854,0,0.3673
409968,0,0.4018
409994,0,0.405
410072,0,0.3756
410313,0,0.4013
410964,0,0.363
410985,0,0.3613
411025,0,0.4045
411036,0,0.3793
411573,0,0.3935
411660,0,0.3739
411665,0,0.3831
411744,0,0.37
412022,0,0.4089
412043,0,0.3806
412411,0,0.369
412532,0,0.4016
413499,0,0.3628
413503,0,0.4022
413615,0,0.3499
413713,0,0.3575
414087,0,0.3695
414326,0,0.3717
415038,0,0.3774
415096,0,0.3581
415189,0,0.3719
415343,0,0.3742
415356,0,0.3824
415887,0,0.3973
415987,0,0.3667
416221,0,0.4064
416308,0,0.4228
416343,0,0.3931
416391,0,0.363
416668,0,0.3412
416750,0,0.363
417301,0,0.3775
417488,0,0.3695
417523,0,0.3791
417533,0,0.3589
417553,0,0.4679
417596,0,0.398
417617,0,0.3839
418119,0,0.4652
418181,0,0.3622
418250,0,0.4273
418334,0,0.3695
418798,0,0.397
419239,0,0.3874
419396,0,0.3594
419626,0,0.3699
420255,0,0.3555
420491,0,0.3757
420540,0,0.3639
420775,0,0.4153
420805,0,0.3628
420922,0,0.3931
420968,0,0.3756
420981,0,0.3696
421069,0,0.3483
421098,0,0.3596
421143,0,0.3824
421230,0,0.3614
421325,0,0.3757
421407,0,0.3461
421503,0,0.3622
421597,0,0.4066
422295,0,0.362
422413,0,0.3662
422477,0,0.3824
422513,0,0.3666
422619,0,0.3713
423107,0,0.3613
423125,0,0.3642
423232,0,0.3354
423336,0,0.3824
423537,0,0.3618
423546,0,0.3824
423701,0,0.3456
423709,0,0.3648
423883,0,0.4549
424244,0,0.388
424390,0,0.3709
424526,0,0.3635
424611,0,0.3728
424811,0,0.3606
424942,0,0.3798
426373,0,0.3608
426959,0,0.362
427607,0,0.3632
427798,0,0.4171
428193,0,0.3755
428217,0,0.3721
428450,0,0.3985
428696,0,0.3732
428719,0,0.3936
428839,0,0.3956
429139,0,0.4153
429194,0,0.3778
429409,0,0.3647
429552,0,0.3488
429792,0,0.3635
430034,0,0.3614
430202,0,0.376
430376,0,0.3637
430662,0,0.3695
430820,0,0.3729
430952,0,0.3501
431009,0,0.3686
431123,0,0.3762
431125,0,0.3583
431183,0,0.3791
431270,0,0.3693
431451,0,0.3803
431914,0,0.405
432089,0,0.3734
432435,0,0.4318
433094,0,0.3827
433132,0,0.3699
433500,0,0.4083
433648,0,0.4642
433674,0,0.3604
433682,0,0.3676
433887,0,0.3875
433955,0,0.3973
434058,0,0.3364
434161,0,0.3704
434453,0,0.3564
434579,0,0.4045
434906,0,0.3651
435250,0,0.3578
435569,0,0.3785
436232,0,0.3511
436275,0,0.3677
436281,0,0.3504
436635,0,0.3431
436732,0,0.3667
437261,0,0.39
437345,0,0.3391
437557,0,0.3743
437802,0,0.4113
438279,0,0.3728
438555,0,0.3826
438802,0,0.361
438860,0,0.3986
438978,0,0.3686
439836,0,0.3534
439906,0,0.4022
439922,0,0.3917
439950,0,0.3852
440407,0,0.3824
440503,0,0.4045
440565,0,0.3775
440611,0,0.4192
440698,0,0.3833
440940,0,0.3749
441175,0,0.4075
441648,0,0.363
442051,0,0.3671
442181,0,0.4048
